"Safe","Device type","Policy ID","Target system address","Target system user name","Group name","Last accessed date","Last accessed by","Last modified date","Last modified by","Change failure","Verification failure","Failure reason","Name",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1GWM040.corp.adobe.com","Administrator","","","","9/1/2014 8:45:15 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290495",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM163.corp.adobe.com","Administrator","","","","9/1/2014 8:45:16 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290439",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1HBA093.corp.adobe.com","Administrator","","9/5/2014 10:09:58 PM","rtodd","9/1/2014 8:45:16 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290493",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM164.corp.adobe.com","Administrator","","","","9/1/2014 8:45:16 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290441",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM162.corp.adobe.com","Administrator","","","","9/1/2014 8:45:29 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290440",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM072.corp.adobe.com","Administrator","","","","9/1/2014 8:50:35 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290921",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM071.corp.adobe.com","Administrator","","","","9/1/2014 8:50:36 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290785",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM063.corp.adobe.com","Administrator","","","","9/1/2014 8:50:36 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290735",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM060.corp.adobe.com","Administrator","","8/16/2014 8:28:59 PM","taahmad","9/1/2014 8:50:36 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290657",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM061.corp.adobe.com","Administrator","","","","9/1/2014 8:50:45 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290725",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM068.corp.adobe.com","Administrator","","","","9/1/2014 8:50:43 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290784",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM065.corp.adobe.com","Administrator","","","","9/1/2014 8:55:53 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290923",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM062.corp.adobe.com","Administrator","","","","9/1/2014 8:55:53 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-290922",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","da1swm019.corp.adobe.com","Administrator","","8/6/2014 7:24:49 PM","cyb58135","9/1/2014 8:55:58 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-292667",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM095.corp.adobe.com","Administrator","","","","9/1/2014 8:55:54 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-293183",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM079.corp.adobe.com","Administrator","","","","9/1/2014 8:55:54 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-292179",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM082.corp.adobe.com","Administrator","","","","9/1/2014 8:55:53 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-292202",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1GWM013.corp.adobe.com","Administrator","","","","9/1/2014 9:01:09 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-293251",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM133.corp.adobe.com","Administrator","","","","9/1/2014 9:01:10 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-293355",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1GWM035.corp.adobe.com","Administrator","","","","9/1/2014 9:01:09 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-293375",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM096.corp.adobe.com","Administrator","","","","9/1/2014 9:01:09 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-293186",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1GWM030.corp.adobe.com","Administrator","","","","9/1/2014 9:01:50 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-293374",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM126.corp.adobe.com","Administrator","","","","9/1/2014 9:01:50 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-293349",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1GWM031.corp.adobe.com","Administrator","","","","9/1/2014 9:06:53 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-294543",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM137.corp.adobe.com","Administrator","","","","9/1/2014 9:06:53 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-294438",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM127.corp.adobe.com","Administrator","","","","9/1/2014 9:06:53 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-294247",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1GWM032.corp.adobe.com","Administrator","","","","9/1/2014 9:06:53 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-294544",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM136.corp.adobe.com","Administrator","","","","9/1/2014 9:07:33 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-294548",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","sj1swm150.corp.adobe.com","Administrator","","","","9/1/2014 9:07:36 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-294923",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM171.corp.adobe.com","Administrator","","","","9/1/2014 9:11:27 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-295012",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM152.corp.adobe.com","Administrator","","","","9/1/2014 9:11:32 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-294975",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM156.corp.adobe.com","Administrator","","","","9/1/2014 9:11:27 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-294973",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM151.corp.adobe.com","Administrator","","","","9/1/2014 9:11:39 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-294976",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM184.corp.adobe.com","Administrator","","","","9/1/2014 9:12:40 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-295369",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM182.corp.adobe.com","Administrator","","","","9/1/2014 9:12:40 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-295281",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM147.corp.adobe.com","Administrator","","","","9/1/2014 9:16:49 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-295546",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1HBA061.corp.adobe.com","Administrator","","","","9/1/2014 9:16:53 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-295859",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM153.corp.adobe.com","Administrator","","","","9/1/2014 9:16:53 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-295646",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM159.corp.adobe.com","Administrator","","","","9/1/2014 9:16:55 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-295680",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","sj1swm170.corp.adobe.com","Administrator","","","","9/1/2014 9:17:18 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-295977",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM157.corp.adobe.com","Administrator","","","","9/1/2014 9:17:25 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-297371",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM165.corp.adobe.com","Administrator","","","","9/1/2014 9:22:44 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-298638",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1GWM044.corp.adobe.com","Administrator","","","","9/1/2014 9:22:45 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-298481",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM168.corp.adobe.com","Administrator","","","","9/1/2014 9:22:45 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-298271",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM154.corp.adobe.com","Administrator","","","","9/1/2014 9:22:51 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-297373",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","sjprint-wt.corp.adobe.com","Administrator","","","","9/1/2014 9:23:35 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-299291",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM192.corp.adobe.com","Administrator","","","","9/1/2014 9:23:41 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-299108",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM001.corp.adobe.com","Administrator","","","","9/1/2014 9:28:56 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-299798",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM211.corp.adobe.com","Administrator","","","","9/1/2014 9:28:56 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-299418",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","sj1hba091.corp.adobe.com","Administrator","","","","9/1/2014 9:28:56 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-299908",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1GWM045.corp.adobe.com","Administrator","","","","9/1/2014 9:29:06 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-300081",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","sj1swm183.corp.adobe.com","Administrator","","","","9/1/2014 9:29:45 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-300098",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM181.corp.adobe.com","Administrator","","","","9/1/2014 9:29:46 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-300091",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM190.corp.adobe.com","Administrator","","","","9/1/2014 9:34:38 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-300288",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","DU1HBA032.corp.adobe.com","Administrator","","","","9/1/2014 9:34:40 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-301923",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","aipas-test.corp.adobe.com","Administrator","","","","9/1/2014 9:34:38 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-300367",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM187.corp.adobe.com","Administrator","","","","9/1/2014 9:34:41 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-300183",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM191.corp.adobe.com","Administrator","","","","9/1/2014 9:34:55 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-302309",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1GWM048.corp.adobe.com","Administrator","","8/20/2014 6:34:29 PM","rtodd","9/1/2014 9:34:55 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-302464",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","sj1swm194.corp.adobe.com","Administrator","","","","9/1/2014 9:38:45 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-303062",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","sjprint-at.corp.adobe.com","Administrator","","9/8/2014 4:57:33 PM","zurita","9/1/2014 9:38:45 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-303125",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1HBA028.corp.adobe.com","Administrator","","","","9/1/2014 9:38:57 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-303102",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM209.corp.adobe.com","Administrator","","","","9/1/2014 9:38:57 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-303177",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM197.corp.adobe.com","Administrator","","","","9/1/2014 9:40:25 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-303571",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","sjprint-et.corp.adobe.com","Administrator","","","","9/1/2014 9:40:25 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-303574",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM216.corp.adobe.com","Administrator","","","","9/1/2014 9:44:02 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-303841",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM210.corp.adobe.com","Administrator","","","","9/1/2014 9:44:11 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-303655",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM208.corp.adobe.com","Administrator","","","","9/1/2014 9:44:03 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-304135",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM217.corp.adobe.com","Administrator","","","","9/1/2014 9:44:23 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-303884",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","sj1swm212.corp.adobe.com","Administrator","","","","9/1/2014 9:45:39 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-304339",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM213.corp.adobe.com","Administrator","","","","9/1/2014 9:46:22 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-304347",
"WindowsCompute-AutoDetect","Operating System","WinServerLocal-AutoDetect","SJ1SWM228.corp.adobe.com","Administrator","","","","9/1/2014 9:49:42 AM","PasswordManager","No","No","","S-1-5-21-762979615-2031575299-929701000-305308",
